source_id,run_accession,experiment_accession,experiment_title,run_title,file_name,file_type,data_level,size_bytes,download_url,is_raw,is_processed,local_path,download_status,sha256,git_tracking,notes
HRA005567,HRR1375460,HRX1076980,CP1-10,CP1-10-d,HRR1375460_r2.fq.gz,FASTQ,raw,16002738756,https://download.cncb.ac.cn/gsa-human/HRA005567/HRR1375460/HRR1375460_r2.fq.gz,yes,no,data/raw/HRA005567/HRR1375460/HRR1375460_r2.fq.gz,not_downloaded,,ignored,官方HTTPS目录；未下载
HRA005567,HRR1375460,,,,HRR1375460_sta.xml,XML,run_statistics,2389,https://download.cncb.ac.cn/gsa-human/HRA005567/HRR1375460/HRR1375460_sta.xml,no,no,data/external/HRA005567/HRR1375460/HRR1375460_sta.xml,not_downloaded,,ignored,官方run统计；未提交附件
HRA005567,HRR1375461,HRX1076980,CP1-10,CP1-10-e,HRR1375461_f1.fq.gz,FASTQ,raw,810565917,https://download.cncb.ac.cn/gsa-human/HRA005567/HRR1375461/HRR1375461_f1.fq.gz,yes,no,data/raw/HRA005567/HRR1375461/HRR1375461_f1.fq.gz,not_downloaded,,ignored,官方HTTPS目录；未下载
HRA005567,HRR1375461,HRX1076980,CP1-10,CP1-10-e,HRR1375461_r2.fq.gz,FASTQ,raw,1869773459,https://download.cncb.ac.cn/gsa-human/HRA005567/HRR1375461/HRR1375461_r2.fq.gz,yes,no,data/raw/HRA005567/HRR1375461/HRR1375461_r2.fq.gz,not_downloaded,,ignored,官方HTTPS目录；未下载
HRA005567,HRR1375461,,,,HRR1375461_sta.xml,XML,run_statistics,2341,https://download.cncb.ac.cn/gsa-human/HRA005567/HRR1375461/HRR1375461_sta.xml,no,no,data/external/HRA005567/HRR1375461/HRR1375461_sta.xml,not_downloaded,,ignored,官方run统计；未提交附件
HRA005567,HRR1375462,HRX1076980,CP1-10,CP1-10-f,HRR1375462_f1.fq.gz,FASTQ,raw,3564747473,https://download.cncb.ac.cn/gsa-human/HRA005567/HRR1375462/HRR1375462_f1.fq.gz,yes,no,data/raw/HRA005567/HRR1375462/HRR1375462_f1.fq.gz,not_downloaded,,ignored,官方HTTPS目录；未下载
HRA005567,HRR1375462,HRX1076980,CP1-10,CP1-10-f,HRR1375462_r2.fq.gz,FASTQ,raw,8279406662,https://download.cncb.ac.cn/gsa-human/HRA005567/HRR1375462/HRR1375462_r2.fq.gz,yes,no,data/raw/HRA005567/HRR1375462/HRR1375462_r2.fq.gz,not_downloaded,,ignored,官方HTTPS目录；未下载
HRA005567,HRR1375462,,,,HRR1375462_sta.xml,XML,run_statistics,2377,https://download.cncb.ac.cn/gsa-human/HRA005567/HRR1375462/HRR1375462_sta.xml,no,no,data/external/HRA005567/HRR1375462/HRR1375462_sta.xml,not_downloaded,,ignored,官方run统计；未提交附件
HRA005567,HRR1375463,HRX1076980,CP1-10,CP1-10-g,HRR1375463_f1.fq.gz,FASTQ,raw,7215278701,https://download.cncb.ac.cn/gsa-human/HRA005567/HRR1375463/HRR1375463_f1.fq.gz,yes,no,data/raw/HRA005567/HRR1375463/HRR1375463_f1.fq.gz,not_downloaded,,ignored,官方HTTPS目录；未下载
HRA005567,HRR1375463,HRX1076980,CP1-10,CP1-10-g,HRR1375463_r2.fq.gz,FASTQ,raw,16753305741,https://download.cncb.ac.cn/gsa-human/HRA005567/HRR1375463/HRR1375463_r2.fq.gz,yes,no,data/raw/HRA005567/HRR1375463/HRR1375463_r2.fq.gz,not_downloaded,,ignored,官方HTTPS目录；未下载
HRA005567,HRR1375463,,,,HRR1375463_sta.xml,XML,run_statistics,2388,https://download.cncb.ac.cn/gsa-human/HRA005567/HRR1375463/HRR1375463_sta.xml,no,no,data/external/HRA005567/HRR1375463/HRR1375463_sta.xml,not_downloaded,,ignored,官方run统计；未提交附件
HRA005567,HRR1375464,HRX1076980,CP1-10,CP1-10-h,HRR1375464_f1.fq.gz,FASTQ,raw,5945821371,https://download.cncb.ac.cn/gsa-human/HRA005567/HRR1375464/HRR1375464_f1.fq.gz,yes,no,data/raw/HRA005567/HRR1375464/HRR1375464_f1.fq.gz,not_downloaded,,ignored,官方HTTPS目录；未下载
HRA005567,HRR1375464,HRX1076980,CP1-10,CP1-10-h,HRR1375464_r2.fq.gz,FASTQ,raw,13824515679,https://download.cncb.ac.cn/gsa-human/HRA005567/HRR1375464/HRR1375464_r2.fq.gz,yes,no,data/raw/HRA005567/HRR1375464/HRR1375464_r2.fq.gz,not_downloaded,,ignored,官方HTTPS目录；未下载
HRA005567,HRR1375464,,,,HRR1375464_sta.xml,XML,run_statistics,2387,https://download.cncb.ac.cn/gsa-human/HRA005567/HRR1375464/HRR1375464_sta.xml,no,no,data/external/HRA005567/HRR1375464/HRR1375464_sta.xml,not_downloaded,,ignored,官方run统计；未提交附件
HRA005567,HRR1375465,HRX1076980,CP1-10,CP1-10-2a,HRR1375465_f1.fq.gz,FASTQ,raw,6845068240,https://download.cncb.ac.cn/gsa-human/HRA005567/HRR1375465/HRR1375465_f1.fq.gz,yes,no,data/raw/HRA005567/HRR1375465/HRR1375465_f1.fq.gz,not_downloaded,,ignored,官方HTTPS目录；未下载
HRA005567,HRR1375465,HRX1076980,CP1-10,CP1-10-2a,HRR1375465_r2.fq.gz,FASTQ,raw,15925815265,https://download.cncb.ac.cn/gsa-human/HRA005567/HRR1375465/HRR1375465_r2.fq.gz,yes,no,data/raw/HRA005567/HRR1375465/HRR1375465_r2.fq.gz,not_downloaded,,ignored,官方HTTPS目录；未下载
HRA005567,HRR1375465,,,,HRR1375465_sta.xml,XML,run_statistics,2384,https://download.cncb.ac.cn/gsa-human/HRA005567/HRR1375465/HRR1375465_sta.xml,no,no,data/external/HRA005567/HRR1375465/HRR1375465_sta.xml,not_downloaded,,ignored,官方run统计；未提交附件
HRA005567,HRR1375466,HRX1076980,CP1-10,CP1-10-2b,HRR1375466_f1.fq.gz,FASTQ,raw,4386077256,https://download.cncb.ac.cn/gsa-human/HRA005567/HRR1375466/HRR1375466_f1.fq.gz,yes,no,data/raw/HRA005567/HRR1375466/HRR1375466_f1.fq.gz,not_downloaded,,ignored,官方HTTPS目录；未下载
HRA005567,HRR1375466,HRX1076980,CP1-10,CP1-10-2b,HRR1375466_r2.fq.gz,FASTQ,raw,10112219798,https://download.cncb.ac.cn/gsa-human/HRA005567/HRR1375466/HRR1375466_r2.fq.gz,yes,no,data/raw/HRA005567/HRR1375466/HRR1375466_r2.fq.gz,not_downloaded,,ignored,官方HTTPS目录；未下载
HRA005567,HRR1375466,,,,HRR1375466_sta.xml,XML,run_statistics,2374,https://download.cncb.ac.cn/gsa-human/HRA005567/HRR1375466/HRR1375466_sta.xml,no,no,data/external/HRA005567/HRR1375466/HRR1375466_sta.xml,not_downloaded,,ignored,官方run统计；未提交附件
HRA005567,HRR1375467,HRX1076980,CP1-10,CP1-10-2c,HRR1375467_f1.fq.gz,FASTQ,raw,5396415700,https://download.cncb.ac.cn/gsa-human/HRA005567/HRR1375467/HRR1375467_f1.fq.gz,yes,no,data/raw/HRA005567/HRR1375467/HRR1375467_f1.fq.gz,not_downloaded,,ignored,官方HTTPS目录；未下载
HRA005567,HRR1375467,HRX1076980,CP1-10,CP1-10-2c,HRR1375467_r2.fq.gz,FASTQ,raw,12458028958,https://download.cncb.ac.cn/gsa-human/HRA005567/HRR1375467/HRR1375467_r2.fq.gz,yes,no,data/raw/HRA005567/HRR1375467/HRR1375467_r2.fq.gz,not_downloaded,,ignored,官方HTTPS目录；未下载
HRA005567,HRR1375467,,,,HRR1375467_sta.xml,XML,run_statistics,2379,https://download.cncb.ac.cn/gsa-human/HRA005567/HRR1375467/HRR1375467_sta.xml,no,no,data/external/HRA005567/HRR1375467/HRR1375467_sta.xml,not_downloaded,,ignored,官方run统计；未提交附件
HRA005567,HRR1375468,HRX1076980,CP1-10,CP1-10-2d,HRR1375468_f1.fq.gz,FASTQ,raw,6942417110,https://download.cncb.ac.cn/gsa-human/HRA005567/HRR1375468/HRR1375468_f1.fq.gz,yes,no,data/raw/HRA005567/HRR1375468/HRR1375468_f1.fq.gz,not_downloaded,,ignored,官方HTTPS目录；未下载
HRA005567,HRR1375468,HRX1076980,CP1-10,CP1-10-2d,HRR1375468_r2.fq.gz,FASTQ,raw,16073490054,https://download.cncb.ac.cn/gsa-human/HRA005567/HRR1375468/HRR1375468_r2.fq.gz,yes,no,data/raw/HRA005567/HRR1375468/HRR1375468_r2.fq.gz,not_downloaded,,ignored,官方HTTPS目录；未下载
HRA005567,HRR1375468,,,,HRR1375468_sta.xml,XML,run_statistics,2384,https://download.cncb.ac.cn/gsa-human/HRA005567/HRR1375468/HRR1375468_sta.xml,no,no,data/external/HRA005567/HRR1375468/HRR1375468_sta.xml,not_downloaded,,ignored,官方run统计；未提交附件
HRA005567,HRR1375469,HRX1076980,CP1-10,CP1-10-2e,HRR1375469_f1.fq.gz,FASTQ,raw,808492494,https://download.cncb.ac.cn/gsa-human/HRA005567/HRR1375469/HRR1375469_f1.fq.gz,yes,no,data/raw/HRA005567/HRR1375469/HRR1375469_f1.fq.gz,not_downloaded,,ignored,官方HTTPS目录；未下载
HRA005567,HRR1375469,HRX1076980,CP1-10,CP1-10-2e,HRR1375469_r2.fq.gz,FASTQ,raw,1856485988,https://download.cncb.ac.cn/gsa-human/HRA005567/HRR1375469/HRR1375469_r2.fq.gz,yes,no,data/raw/HRA005567/HRR1375469/HRR1375469_r2.fq.gz,not_downloaded,,ignored,官方HTTPS目录；未下载
HRA005567,HRR1375469,,,,HRR1375469_sta.xml,XML,run_statistics,2334,https://download.cncb.ac.cn/gsa-human/HRA005567/HRR1375469/HRR1375469_sta.xml,no,no,data/external/HRA005567/HRR1375469/HRR1375469_sta.xml,not_downloaded,,ignored,官方run统计；未提交附件
HRA005567,HRR1375470,HRX1076980,CP1-10,CP1-10-2f,HRR1375470_f1.fq.gz,FASTQ,raw,3599251294,https://download.cncb.ac.cn/gsa-human/HRA005567/HRR1375470/HRR1375470_f1.fq.gz,yes,no,data/raw/HRA005567/HRR1375470/HRR1375470_f1.fq.gz,not_downloaded,,ignored,官方HTTPS目录；未下载
HRA005567,HRR1375470,HRX1076980,CP1-10,CP1-10-2f,HRR1375470_r2.fq.gz,FASTQ,raw,8351905303,https://download.cncb.ac.cn/gsa-human/HRA005567/HRR1375470/HRR1375470_r2.fq.gz,yes,no,data/raw/HRA005567/HRR1375470/HRR1375470_r2.fq.gz,not_downloaded,,ignored,官方HTTPS目录；未下载
HRA005567,HRR1375470,,,,HRR1375470_sta.xml,XML,run_statistics,2371,https://download.cncb.ac.cn/gsa-human/HRA005567/HRR1375470/HRR1375470_sta.xml,no,no,data/external/HRA005567/HRR1375470/HRR1375470_sta.xml,not_downloaded,,ignored,官方run统计；未提交附件
HRA005567,HRR1375471,HRX1076980,CP1-10,CP1-10-2g,HRR1375471_f1.fq.gz,FASTQ,raw,7187248429,https://download.cncb.ac.cn/gsa-human/HRA005567/HRR1375471/HRR1375471_f1.fq.gz,yes,no,data/raw/HRA005567/HRR1375471/HRR1375471_f1.fq.gz,not_downloaded,,ignored,官方HTTPS目录；未下载
HRA005567,HRR1375471,HRX1076980,CP1-10,CP1-10-2g,HRR1375471_r2.fq.gz,FASTQ,raw,16643191931,https://download.cncb.ac.cn/gsa-human/HRA005567/HRR1375471/HRR1375471_r2.fq.gz,yes,no,data/raw/HRA005567/HRR1375471/HRR1375471_r2.fq.gz,not_downloaded,,ignored,官方HTTPS目录；未下载
HRA005567,HRR1375471,,,,HRR1375471_sta.xml,XML,run_statistics,2384,https://download.cncb.ac.cn/gsa-human/HRA005567/HRR1375471/HRR1375471_sta.xml,no,no,data/external/HRA005567/HRR1375471/HRR1375471_sta.xml,not_downloaded,,ignored,官方run统计；未提交附件
HRA005567,HRR1375472,HRX1076980,CP1-10,CP1-10-2h,HRR1375472_f1.fq.gz,FASTQ,raw,5996088927,https://download.cncb.ac.cn/gsa-human/HRA005567/HRR1375472/HRR1375472_f1.fq.gz,yes,no,data/raw/HRA005567/HRR1375472/HRR1375472_f1.fq.gz,not_downloaded,,ignored,官方HTTPS目录；未下载
HRA005567,HRR1375472,HRX1076980,CP1-10,CP1-10-2h,HRR1375472_r2.fq.gz,FASTQ,raw,13888978145,https://download.cncb.ac.cn/gsa-human/HRA005567/HRR1375472/HRR1375472_r2.fq.gz,yes,no,data/raw/HRA005567/HRR1375472/HRR1375472_r2.fq.gz,not_downloaded,,ignored,官方HTTPS目录；未下载
HRA005567,HRR1375472,,,,HRR1375472_sta.xml,XML,run_statistics,2382,https://download.cncb.ac.cn/gsa-human/HRA005567/HRR1375472/HRR1375472_sta.xml,no,no,data/external/HRA005567/HRR1375472/HRR1375472_sta.xml,not_downloaded,,ignored,官方run统计；未提交附件
HRA005567,HRR1375473,HRX1076981,CP1-11,CP1-11-a,HRR1375473_f1.fq.gz,FASTQ,raw,4915526455,https://download.cncb.ac.cn/gsa-human/HRA005567/HRR1375473/HRR1375473_f1.fq.gz,yes,no,data/raw/HRA005567/HRR1375473/HRR1375473_f1.fq.gz,not_downloaded,,ignored,官方HTTPS目录；未下载
HRA005567,HRR1375473,HRX1076981,CP1-11,CP1-11-a,HRR1375473_r2.fq.gz,FASTQ,raw,12138611512,https://download.cncb.ac.cn/gsa-human/HRA005567/HRR1375473/HRR1375473_r2.fq.gz,yes,no,data/raw/HRA005567/HRR1375473/HRR1375473_r2.fq.gz,not_downloaded,,ignored,官方HTTPS目录；未下载
HRA005567,HRR1375473,,,,HRR1375473_sta.xml,XML,run_statistics,2389,https://download.cncb.ac.cn/gsa-human/HRA005567/HRR1375473/HRR1375473_sta.xml,no,no,data/external/HRA005567/HRR1375473/HRR1375473_sta.xml,not_downloaded,,ignored,官方run统计；未提交附件
HRA005567,HRR1375474,HRX1076981,CP1-11,CP1-11-b,HRR1375474_f1.fq.gz,FASTQ,raw,3427027540,https://download.cncb.ac.cn/gsa-human/HRA005567/HRR1375474/HRR1375474_f1.fq.gz,yes,no,data/raw/HRA005567/HRR1375474/HRR1375474_f1.fq.gz,not_downloaded,,ignored,官方HTTPS目录；未下载
HRA005567,HRR1375474,HRX1076981,CP1-11,CP1-11-b,HRR1375474_r2.fq.gz,FASTQ,raw,8364309356,https://download.cncb.ac.cn/gsa-human/HRA005567/HRR1375474/HRR1375474_r2.fq.gz,yes,no,data/raw/HRA005567/HRR1375474/HRR1375474_r2.fq.gz,not_downloaded,,ignored,官方HTTPS目录；未下载
HRA005567,HRR1375474,,,,HRR1375474_sta.xml,XML,run_statistics,2383,https://download.cncb.ac.cn/gsa-human/HRA005567/HRR1375474/HRR1375474_sta.xml,no,no,data/external/HRA005567/HRR1375474/HRR1375474_sta.xml,not_downloaded,,ignored,官方run统计；未提交附件
HRA005567,HRR1375475,HRX1076981,CP1-11,CP1-11-c,HRR1375475_f1.fq.gz,FASTQ,raw,3340032767,https://download.cncb.ac.cn/gsa-human/HRA005567/HRR1375475/HRR1375475_f1.fq.gz,yes,no,data/raw/HRA005567/HRR1375475/HRR1375475_f1.fq.gz,not_downloaded,,ignored,官方HTTPS目录；未下载
HRA005567,HRR1375475,HRX1076981,CP1-11,CP1-11-c,HRR1375475_r2.fq.gz,FASTQ,raw,8179277965,https://download.cncb.ac.cn/gsa-human/HRA005567/HRR1375475/HRR1375475_r2.fq.gz,yes,no,data/raw/HRA005567/HRR1375475/HRR1375475_r2.fq.gz,not_downloaded,,ignored,官方HTTPS目录；未下载
HRA005567,HRR1375475,,,,HRR1375475_sta.xml,XML,run_statistics,2382,https://download.cncb.ac.cn/gsa-human/HRA005567/HRR1375475/HRR1375475_sta.xml,no,no,data/external/HRA005567/HRR1375475/HRR1375475_sta.xml,not_downloaded,,ignored,官方run统计；未提交附件
HRA005567,HRR1375476,HRX1076981,CP1-11,CP1-11-d,HRR1375476_f1.fq.gz,FASTQ,raw,4306055138,https://download.cncb.ac.cn/gsa-human/HRA005567/HRR1375476/HRR1375476_f1.fq.gz,yes,no,data/raw/HRA005567/HRR1375476/HRR1375476_f1.fq.gz,not_downloaded,,ignored,官方HTTPS目录；未下载
HRA005567,HRR1375476,HRX1076981,CP1-11,CP1-11-d,HRR1375476_r2.fq.gz,FASTQ,raw,10495395632,https://download.cncb.ac.cn/gsa-human/HRA005567/HRR1375476/HRR1375476_r2.fq.gz,yes,no,data/raw/HRA005567/HRR1375476/HRR1375476_r2.fq.gz,not_downloaded,,ignored,官方HTTPS目录；未下载
HRA005567,HRR1375476,,,,HRR1375476_sta.xml,XML,run_statistics,2386,https://download.cncb.ac.cn/gsa-human/HRA005567/HRR1375476/HRR1375476_sta.xml,no,no,data/external/HRA005567/HRR1375476/HRR1375476_sta.xml,not_downloaded,,ignored,官方run统计；未提交附件
HRA005567,HRR1375477,HRX1076981,CP1-11,CP1-11-e,HRR1375477_f1.fq.gz,FASTQ,raw,2783926600,https://download.cncb.ac.cn/gsa-human/HRA005567/HRR1375477/HRR1375477_f1.fq.gz,yes,no,data/raw/HRA005567/HRR1375477/HRR1375477_f1.fq.gz,not_downloaded,,ignored,官方HTTPS目录；未下载
HRA005567,HRR1375477,HRX1076981,CP1-11,CP1-11-e,HRR1375477_r2.fq.gz,FASTQ,raw,6805028400,https://download.cncb.ac.cn/gsa-human/HRA005567/HRR1375477/HRR1375477_r2.fq.gz,yes,no,data/raw/HRA005567/HRR1375477/HRR1375477_r2.fq.gz,not_downloaded,,ignored,官方HTTPS目录；未下载
HRA005567,HRR1375477,,,,HRR1375477_sta.xml,XML,run_statistics,2372,https://download.cncb.ac.cn/gsa-human/HRA005567/HRR1375477/HRR1375477_sta.xml,no,no,data/external/HRA005567/HRR1375477/HRR1375477_sta.xml,not_downloaded,,ignored,官方run统计；未提交附件
HRA005567,HRR1375478,HRX1076981,CP1-11,CP1-11-f,HRR1375478_f1.fq.gz,FASTQ,raw,4074043038,https://download.cncb.ac.cn/gsa-human/HRA005567/HRR1375478/HRR1375478_f1.fq.gz,yes,no,data/raw/HRA005567/HRR1375478/HRR1375478_f1.fq.gz,not_downloaded,,ignored,官方HTTPS目录；未下载
HRA005567,HRR1375478,HRX1076981,CP1-11,CP1-11-f,HRR1375478_r2.fq.gz,FASTQ,raw,10009297371,https://download.cncb.ac.cn/gsa-human/HRA005567/HRR1375478/HRR1375478_r2.fq.gz,yes,no,data/raw/HRA005567/HRR1375478/HRR1375478_r2.fq.gz,not_downloaded,,ignored,官方HTTPS目录；未下载
HRA005567,HRR1375478,,,,HRR1375478_sta.xml,XML,run_statistics,2386,https://download.cncb.ac.cn/gsa-human/HRA005567/HRR1375478/HRR1375478_sta.xml,no,no,data/external/HRA005567/HRR1375478/HRR1375478_sta.xml,not_downloaded,,ignored,官方run统计；未提交附件
HRA005567,HRR1375479,HRX1076981,CP1-11,CP1-11-g,HRR1375479_f1.fq.gz,FASTQ,raw,3132496373,https://download.cncb.ac.cn/gsa-human/HRA005567/HRR1375479/HRR1375479_f1.fq.gz,yes,no,data/raw/HRA005567/HRR1375479/HRR1375479_f1.fq.gz,not_downloaded,,ignored,官方HTTPS目录；未下载
HRA005567,HRR1375479,HRX1076981,CP1-11,CP1-11-g,HRR1375479_r2.fq.gz,FASTQ,raw,7668568760,https://download.cncb.ac.cn/gsa-human/HRA005567/HRR1375479/HRR1375479_r2.fq.gz,yes,no,data/raw/HRA005567/HRR1375479/HRR1375479_r2.fq.gz,not_downloaded,,ignored,官方HTTPS目录；未下载
HRA005567,HRR1375479,,,,HRR1375479_sta.xml,XML,run_statistics,2374,https://download.cncb.ac.cn/gsa-human/HRA005567/HRR1375479/HRR1375479_sta.xml,no,no,data/external/HRA005567/HRR1375479/HRR1375479_sta.xml,not_downloaded,,ignored,官方run统计；未提交附件
HRA005567,HRR1375480,HRX1076981,CP1-11,CP1-11-h,HRR1375480_f1.fq.gz,FASTQ,raw,3998468700,https://download.cncb.ac.cn/gsa-human/HRA005567/HRR1375480/HRR1375480_f1.fq.gz,yes,no,data/raw/HRA005567/HRR1375480/HRR1375480_f1.fq.gz,not_downloaded,,ignored,官方HTTPS目录；未下载
HRA005567,HRR1375480,HRX1076981,CP1-11,CP1-11-h,HRR1375480_r2.fq.gz,FASTQ,raw,9852063997,https://download.cncb.ac.cn/gsa-human/HRA005567/HRR1375480/HRR1375480_r2.fq.gz,yes,no,data/raw/HRA005567/HRR1375480/HRR1375480_r2.fq.gz,not_downloaded,,ignored,官方HTTPS目录；未下载
HRA005567,HRR1375480,,,,HRR1375480_sta.xml,XML,run_statistics,2384,https://download.cncb.ac.cn/gsa-human/HRA005567/HRR1375480/HRR1375480_sta.xml,no,no,data/external/HRA005567/HRR1375480/HRR1375480_sta.xml,not_downloaded,,ignored,官方run统计；未提交附件
HRA005567,HRR1375481,HRX1076981,CP1-11,CP1-11-2a,HRR1375481_f1.fq.gz,FASTQ,raw,5297519944,https://download.cncb.ac.cn/gsa-human/HRA005567/HRR1375481/HRR1375481_f1.fq.gz,yes,no,data/raw/HRA005567/HRR1375481/HRR1375481_f1.fq.gz,not_downloaded,,ignored,官方HTTPS目录；未下载
HRA005567,HRR1375481,HRX1076981,CP1-11,CP1-11-2a,HRR1375481_r2.fq.gz,FASTQ,raw,12549060572,https://download.cncb.ac.cn/gsa-human/HRA005567/HRR1375481/HRR1375481_r2.fq.gz,yes,no,data/raw/HRA005567/HRR1375481/HRR1375481_r2.fq.gz,not_downloaded,,ignored,官方HTTPS目录；未下载
HRA005567,HRR1375481,,,,HRR1375481_sta.xml,XML,run_statistics,2381,https://download.cncb.ac.cn/gsa-human/HRA005567/HRR1375481/HRR1375481_sta.xml,no,no,data/external/HRA005567/HRR1375481/HRR1375481_sta.xml,not_downloaded,,ignored,官方run统计；未提交附件
HRA005567,HRR1375482,HRX1076981,CP1-11,CP1-11-2b,HRR1375482_f1.fq.gz,FASTQ,raw,3638991020,https://download.cncb.ac.cn/gsa-human/HRA005567/HRR1375482/HRR1375482_f1.fq.gz,yes,no,data/raw/HRA005567/HRR1375482/HRR1375482_f1.fq.gz,not_downloaded,,ignored,官方HTTPS目录；未下载
HRA005567,HRR1375482,HRX1076981,CP1-11,CP1-11-2b,HRR1375482_r2.fq.gz,FASTQ,raw,8493433581,https://download.cncb.ac.cn/gsa-human/HRA005567/HRR1375482/HRR1375482_r2.fq.gz,yes,no,data/raw/HRA005567/HRR1375482/HRR1375482_r2.fq.gz,not_downloaded,,ignored,官方HTTPS目录；未下载
HRA005567,HRR1375482,,,,HRR1375482_sta.xml,XML,run_statistics,2369,https://download.cncb.ac.cn/gsa-human/HRA005567/HRR1375482/HRR1375482_sta.xml,no,no,data/external/HRA005567/HRR1375482/HRR1375482_sta.xml,not_downloaded,,ignored,官方run统计；未提交附件
HRA005567,HRR1375483,HRX1076981,CP1-11,CP1-11-2c,HRR1375483_f1.fq.gz,FASTQ,raw,3707411235,https://download.cncb.ac.cn/gsa-human/HRA005567/HRR1375483/HRR1375483_f1.fq.gz,yes,no,data/raw/HRA005567/HRR1375483/HRR1375483_f1.fq.gz,not_downloaded,,ignored,官方HTTPS目录；未下载
HRA005567,HRR1375483,HRX1076981,CP1-11,CP1-11-2c,HRR1375483_r2.fq.gz,FASTQ,raw,8665963999,https://download.cncb.ac.cn/gsa-human/HRA005567/HRR1375483/HRR1375483_r2.fq.gz,yes,no,data/raw/HRA005567/HRR1375483/HRR1375483_r2.fq.gz,not_downloaded,,ignored,官方HTTPS目录；未下载
HRA005567,HRR1375483,,,,HRR1375483_sta.xml,XML,run_statistics,2369,https://download.cncb.ac.cn/gsa-human/HRA005567/HRR1375483/HRR1375483_sta.xml,no,no,data/external/HRA005567/HRR1375483/HRR1375483_sta.xml,not_downloaded,,ignored,官方run统计；未提交附件
HRA005567,HRR1375484,HRX1076981,CP1-11,CP1-11-2d,HRR1375484_f1.fq.gz,FASTQ,raw,4825212719,https://download.cncb.ac.cn/gsa-human/HRA005567/HRR1375484/HRR1375484_f1.fq.gz,yes,no,data/raw/HRA005567/HRR1375484/HRR1375484_f1.fq.gz,not_downloaded,,ignored,官方HTTPS目录；未下载
HRA005567,HRR1375484,HRX1076981,CP1-11,CP1-11-2d,HRR1375484_r2.fq.gz,FASTQ,raw,11246747665,https://download.cncb.ac.cn/gsa-human/HRA005567/HRR1375484/HRR1375484_r2.fq.gz,yes,no,data/raw/HRA005567/HRR1375484/HRR1375484_r2.fq.gz,not_downloaded,,ignored,官方HTTPS目录；未下载
HRA005567,HRR1375484,,,,HRR1375484_sta.xml,XML,run_statistics,2378,https://download.cncb.ac.cn/gsa-human/HRA005567/HRR1375484/HRR1375484_sta.xml,no,no,data/external/HRA005567/HRR1375484/HRR1375484_sta.xml,not_downloaded,,ignored,官方run统计；未提交附件
HRA005567,HRR1375485,HRX1076981,CP1-11,CP1-11-2e,HRR1375485_f1.fq.gz,FASTQ,raw,3042992129,https://download.cncb.ac.cn/gsa-human/HRA005567/HRR1375485/HRR1375485_f1.fq.gz,yes,no,data/raw/HRA005567/HRR1375485/HRR1375485_f1.fq.gz,not_downloaded,,ignored,官方HTTPS目录；未下载
HRA005567,HRR1375485,HRX1076981,CP1-11,CP1-11-2e,HRR1375485_r2.fq.gz,FASTQ,raw,7128212230,https://download.cncb.ac.cn/gsa-human/HRA005567/HRR1375485/HRR1375485_r2.fq.gz,yes,no,data/raw/HRA005567/HRR1375485/HRR1375485_r2.fq.gz,not_downloaded,,ignored,官方HTTPS目录；未下载
HRA005567,HRR1375485,,,,HRR1375485_sta.xml,XML,run_statistics,2362,https://download.cncb.ac.cn/gsa-human/HRA005567/HRR1375485/HRR1375485_sta.xml,no,no,data/external/HRA005567/HRR1375485/HRR1375485_sta.xml,not_downloaded,,ignored,官方run统计；未提交附件
HRA005567,HRR1375486,HRX1076981,CP1-11,CP1-11-2f,HRR1375486_f1.fq.gz,FASTQ,raw,4454455741,https://download.cncb.ac.cn/gsa-human/HRA005567/HRR1375486/HRR1375486_f1.fq.gz,yes,no,data/raw/HRA005567/HRR1375486/HRR1375486_f1.fq.gz,not_downloaded,,ignored,官方HTTPS目录；未下载
HRA005567,HRR1375486,HRX1076981,CP1-11,CP1-11-2f,HRR1375486_r2.fq.gz,FASTQ,raw,10459911828,https://download.cncb.ac.cn/gsa-human/HRA005567/HRR1375486/HRR1375486_r2.fq.gz,yes,no,data/raw/HRA005567/HRR1375486/HRR1375486_r2.fq.gz,not_downloaded,,ignored,官方HTTPS目录；未下载
HRA005567,HRR1375486,,,,HRR1375486_sta.xml,XML,run_statistics,2376,https://download.cncb.ac.cn/gsa-human/HRA005567/HRR1375486/HRR1375486_sta.xml,no,no,data/external/HRA005567/HRR1375486/HRR1375486_sta.xml,not_downloaded,,ignored,官方run统计；未提交附件
HRA005567,HRR1375487,HRX1076981,CP1-11,CP1-11-2g,HRR1375487_f1.fq.gz,FASTQ,raw,3485045589,https://download.cncb.ac.cn/gsa-human/HRA005567/HRR1375487/HRR1375487_f1.fq.gz,yes,no,data/raw/HRA005567/HRR1375487/HRR1375487_f1.fq.gz,not_downloaded,,ignored,官方HTTPS目录；未下载
HRA005567,HRR1375487,HRX1076981,CP1-11,CP1-11-2g,HRR1375487_r2.fq.gz,FASTQ,raw,8161190599,https://download.cncb.ac.cn/gsa-human/HRA005567/HRR1375487/HRR1375487_r2.fq.gz,yes,no,data/raw/HRA005567/HRR1375487/HRR1375487_r2.fq.gz,not_downloaded,,ignored,官方HTTPS目录；未下载
HRA005567,HRR1375487,,,,HRR1375487_sta.xml,XML,run_statistics,2369,https://download.cncb.ac.cn/gsa-human/HRA005567/HRR1375487/HRR1375487_sta.xml,no,no,data/external/HRA005567/HRR1375487/HRR1375487_sta.xml,not_downloaded,,ignored,官方run统计；未提交附件
